"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1970",4.2504881024916,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1971",4.39634101053492,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1972",4.62751498709203,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1973",5.04662591217187,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1974",5.82777488532619,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1975",6.51149642197638,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1976",7.1075909151436,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1977",7.83512597353528,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1978",8.1960110341955,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1979",8.52403595354962,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1980",9.40261236320804,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1981",10.3469090554787,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1982",11.3056180904275,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1983",12.0821551139248,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1984",13.785117524772,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1985",16.636455400212,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1986",21.8150983713155,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1987",23.4304337386796,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1988",24.3136220979951,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1989",22.7501711642722,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1990",21.1008226681877,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1991",19.7979468900853,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1992",18.8000000013468,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1993",18.975,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1994",21.475,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1995",23.05,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1996",25.125,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1997",28.125,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1998",31.25,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","1999",34.725,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2000",40.25,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2001",43.025,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2002",45.1749999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2003",45.925,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2004",50.6,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2005",54.775,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2006",62.275,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2007",70.1,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2008",69.3499999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2009",70.675,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2010",76.4749999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2011",82.5999999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2012",88.1999999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2013",91.7499999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2014",94.2499999999999,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2016",107.025,
"NOR","HOUSECOST","NOMINAL","IDX2015","A","2017",112.350000002717,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","1978",73.0997095890178,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","1979",72.7265675026277,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","1980",71.1357831136252,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","1981",67.6969854289338,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","1982",66.61563162135,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","1983",65.0272136789112,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","1984",67.6690396334071,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","1985",75.9401874073835,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","1986",91.664373179808,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","1987",92.0046603107746,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","1988",90.1734118311427,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","1989",79.3249819465009,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","1990",69.0803322724486,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","1991",60.814056540368,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","1992",54.5034988038777,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","1993",51.8972770277288,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","1994",57.0937852698539,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","1995",58.5428344165085,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","1996",60.9417818080349,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","1997",64.398401753059,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","1998",66.3745622419687,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","1999",70.7637455677388,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","2000",77.3416618334345,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","2001",81.7151332689683,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","2002",78.5742336737804,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","2003",74.6351117433871,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","2004",79.1464348342627,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","2005",78.8144536916742,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","2006",94.8105730823594,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","2007",100.480251676229,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","2008",94.1489179818036,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","2009",91.817497483191,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","2010",96.3167405093918,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","2011",100.155637280286,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","2012",102.718296685876,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","2013",101.993147593263,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","2014",100.737988732577,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","2015",100,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","2016",106.615842341554,
"NOR","HOUSECOST","PRICEINCOME","IDX2015","A","2017",108.850262898537,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","1979",38.0087285250829,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","1980",39.2931763568347,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","1981",38.9520889769488,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","1982",37.8107791719991,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","1983",37.0064452042047,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","1984",39.3040834186507,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","1985",45.2260260641157,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","1986",56.5690034406684,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","1987",57.4197676567109,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","1988",55.2550491619387,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","1989",48.0693269867323,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","1990",41.847933490989,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","1991",37.4225369333057,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","1992",34.2497918277885,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","1993",33.5719298309939,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","1994",37.749278548152,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","1995",39.9189251042546,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","1996",42.7711996665116,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","1997",46.7454759075888,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","1998",50.7606328113561,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","1999",54.8534674431023,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","2000",61.1869619425875,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","2001",62.9756348790866,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","2002",63.3075642950273,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","2003",61.8875891218789,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","2004",66.8405575276419,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","2005",70.9258345159751,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","2006",78.8469251331115,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","2007",87.1081675468983,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","2008",83.6932281308756,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","2009",82.4161562186493,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","2010",86.7198999524315,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","2011",91.6053923534361,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","2012",95.9781741480641,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","2013",96.8448439675601,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","2014",96.8509820378748,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","2015",100,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","2016",104.990824127278,
"NOR","HOUSECOST","PRICERENT","IDX2015","A","2017",107.940997932639,
"NOR","HOUSECOST","REAL","IDX2015","A","1970",31.6347250816783,
"NOR","HOUSECOST","REAL","IDX2015","A","1971",30.7774369449782,
"NOR","HOUSECOST","REAL","IDX2015","A","1972",30.3376192290262,
"NOR","HOUSECOST","REAL","IDX2015","A","1973",30.8102230709994,
"NOR","HOUSECOST","REAL","IDX2015","A","1974",32.4904321186336,
"NOR","HOUSECOST","REAL","IDX2015","A","1975",32.6887464361946,
"NOR","HOUSECOST","REAL","IDX2015","A","1976",32.8824484243551,
"NOR","HOUSECOST","REAL","IDX2015","A","1977",33.3705481731817,
"NOR","HOUSECOST","REAL","IDX2015","A","1978",32.34766402496,
"NOR","HOUSECOST","REAL","IDX2015","A","1979",31.9331569031207,
"NOR","HOUSECOST","REAL","IDX2015","A","1980",32.1575138707507,
"NOR","HOUSECOST","REAL","IDX2015","A","1981",31.3326088464757,
"NOR","HOUSECOST","REAL","IDX2015","A","1982",30.7529435393875,
"NOR","HOUSECOST","REAL","IDX2015","A","1983",30.3324226875412,
"NOR","HOUSECOST","REAL","IDX2015","A","1984",32.6129522794505,
"NOR","HOUSECOST","REAL","IDX2015","A","1985",37.205041238175,
"NOR","HOUSECOST","REAL","IDX2015","A","1986",45.5858647768047,
"NOR","HOUSECOST","REAL","IDX2015","A","1987",45.2814232574483,
"NOR","HOUSECOST","REAL","IDX2015","A","1988",44.382723367324,
"NOR","HOUSECOST","REAL","IDX2015","A","1989",39.6188510189109,
"NOR","HOUSECOST","REAL","IDX2015","A","1990",35.1231625866516,
"NOR","HOUSECOST","REAL","IDX2015","A","1991",31.7835112319075,
"NOR","HOUSECOST","REAL","IDX2015","A","1992",29.5156529317474,
"NOR","HOUSECOST","REAL","IDX2015","A","1993",29.0655247502978,
"NOR","HOUSECOST","REAL","IDX2015","A","1994",32.5799663891169,
"NOR","HOUSECOST","REAL","IDX2015","A","1995",34.1762297672609,
"NOR","HOUSECOST","REAL","IDX2015","A","1996",36.7882624015071,
"NOR","HOUSECOST","REAL","IDX2015","A","1997",40.2189686681449,
"NOR","HOUSECOST","REAL","IDX2015","A","1998",43.5870164609175,
"NOR","HOUSECOST","REAL","IDX2015","A","1999",47.4772638541626,
"NOR","HOUSECOST","REAL","IDX2015","A","2000",53.5035814126339,
"NOR","HOUSECOST","REAL","IDX2015","A","2001",55.9655836060416,
"NOR","HOUSECOST","REAL","IDX2015","A","2002",57.9617414008037,
"NOR","HOUSECOST","REAL","IDX2015","A","2003",57.2931672690537,
"NOR","HOUSECOST","REAL","IDX2015","A","2004",62.3816970883804,
"NOR","HOUSECOST","REAL","IDX2015","A","2005",66.7677916864404,
"NOR","HOUSECOST","REAL","IDX2015","A","2006",74.5437385561936,
"NOR","HOUSECOST","REAL","IDX2015","A","2007",82.8700194002292,
"NOR","HOUSECOST","REAL","IDX2015","A","2008",79.2558851919912,
"NOR","HOUSECOST","REAL","IDX2015","A","2009",78.7821407984694,
"NOR","HOUSECOST","REAL","IDX2015","A","2010",83.4813087779155,
"NOR","HOUSECOST","REAL","IDX2015","A","2011",89.1833984975276,
"NOR","HOUSECOST","REAL","IDX2015","A","2012",94.2221295087878,
"NOR","HOUSECOST","REAL","IDX2015","A","2013",96.050239826967,
"NOR","HOUSECOST","REAL","IDX2015","A","2014",96.4990886417548,
